gene_symbol,gene_biotype
SETSIP,protein_coding
BTBD8,protein_coding
GAPDHP46,processed_pseudogene
PRKAR1AP1,processed_pseudogene
ENSG00000273487,lncRNA
ENSG00000226773,processed_pseudogene
C1orf146,protein_coding
ACTBP12,processed_pseudogene
GLMN,protein_coding
RPAP2,protein_coding
RN7SL824P,misc_RNA
GFI1,protein_coding
EVI5,protein_coding
ENSG00000223787,processed_pseudogene
HMGB3P9,processed_pseudogene
RNU4-59P,snRNA
ENSG00000225505,processed_pseudogene
H3P3,processed_pseudogene
CCNJP2,processed_pseudogene
RPL5,protein_coding
DIPK1A,protein_coding
SNORD21,snoRNA
SNORA66,snoRNA
ENSG00000207022,snoRNA
ENSG00000229052,transcribed_processed_pseudogene
ENSG00000289544,lncRNA
RNU6-970P,snRNA
RN7SL692P,misc_RNA
ENSG00000287797,lncRNA
RNU6-210P,snRNA
RN7SKP123,misc_RNA
MTF2,protein_coding
TMED5,protein_coding
CCDC18,protein_coding
RPL36AP11,processed_pseudogene
ENSG00000225297,processed_pseudogene
CCDC18-AS1,lncRNA
ENSG00000229567,processed_pseudogene
DR1,protein_coding
ENSG00000229635,processed_pseudogene
FNBP1L,protein_coding
RNA5SP53,rRNA_pseudogene
BCAR3,protein_coding
BCAR3-AS1,lncRNA
MIR760,miRNA
ENSG00000260464,lncRNA
DNTTIP2,protein_coding
GCLM,protein_coding
CHCHD2P5,processed_pseudogene
MTND4P11,unprocessed_pseudogene
MTND3P21,unprocessed_pseudogene
MTCO3P21,unprocessed_pseudogene
MTATP6P13,unprocessed_pseudogene
ENSG00000250890,unprocessed_pseudogene
MTCO2P21,unprocessed_pseudogene
MTCO1P21,unprocessed_pseudogene
ENSG00000233129,processed_pseudogene
ABCA4,protein_coding
ENSG00000233482,lncRNA
ARHGAP29,protein_coding
RN7SL440P,misc_RNA
ARHGAP29-AS1,lncRNA
GAPDHP29,processed_pseudogene
ENSG00000236098,lncRNA
RPL21P26,processed_pseudogene
ENSG00000286692,lncRNA
ABCD3,protein_coding
F3,protein_coding
ENSG00000288736,lncRNA
ENSG00000223675,lncRNA
SLC44A3-AS1,transcribed_processed_pseudogene
KATNBL1P2,processed_pseudogene
MIR378G,miRNA
SLC44A3,protein_coding
CNN3,protein_coding
CNN3-DT,lncRNA
ALG14,protein_coding
ALG14-AS1,lncRNA
TLCD4,protein_coding
TLCD4-RWDD3,protein_coding
ENSG00000231992,lncRNA
RWDD3-DT,lncRNA
RWDD3,protein_coding
ENSG00000228852,lncRNA
ENSG00000287919,lncRNA
LINC01760,lncRNA
LINC01650,lncRNA
ENSG00000237954,lncRNA
LINC01761,lncRNA
LINC02607,lncRNA
ENSG00000271252,lncRNA
LINC02790,lncRNA
RNU1-130P,snRNA
LINC01787,lncRNA
ENSG00000225923,processed_pseudogene
UBE2WP1,processed_pseudogene
EEF1A1P11,processed_pseudogene
RN7SL831P,misc_RNA
NDUFS5P2,processed_pseudogene
RPL7P9,processed_pseudogene
RN7SKP270,misc_RNA
PTBP2,protein_coding
DPYD,protein_coding
DPYD-AS1,lncRNA
DPYD-IT1,lncRNA
SEC63P1,processed_pseudogene
RPL26P9,processed_pseudogene
ENSG00000230718,processed_pseudogene
DPYD-AS2,lncRNA
ENSG00000270911,processed_pseudogene
MIR137HG,lncRNA
ENSG00000259946,lncRNA
MIR2682,miRNA
MIR137,miRNA
ENSG00000288810,lncRNA
ENSG00000285922,lncRNA
NFU1P2,processed_pseudogene
LINC01776,lncRNA
ENSG00000280040,TEC
SNX7,protein_coding
PLPPR5,protein_coding
PLPPR5-AS1,lncRNA
ENSG00000227034,processed_pseudogene
PLPPR4,protein_coding
ENSG00000233983,processed_pseudogene
LINC01708,lncRNA
PALMD,protein_coding
HMGB3P10,processed_pseudogene
FRRS1,protein_coding
RNU4-75P,snRNA
ENSG00000231996,processed_pseudogene
AGL,protein_coding
ENSG00000228084,lncRNA
SLC35A3,protein_coding
ENSG00000283761,protein_coding
RNU6-750P,snRNA
RNU6-1318P,snRNA
ENSG00000288826,lncRNA
MFSD14A,protein_coding
ENSG00000241073,lncRNA
SASS6,protein_coding
ENSG00000226952,processed_pseudogene
TRMT13,protein_coding
LRRC39,protein_coding
DBT,protein_coding
RPL23AP90,processed_pseudogene
BRI3P1,processed_pseudogene
ENSG00000285530,lncRNA
ENSG00000230287,processed_pseudogene
RTCA-AS1,lncRNA
RTCA,protein_coding
MIR553,miRNA
ENSG00000215871,processed_pseudogene
ENSG00000223906,lncRNA
CDC14A,protein_coding
BCAS2P2,processed_pseudogene
ENSG00000228086,lncRNA
GPR88,protein_coding
RPL7AP17,processed_pseudogene
LINC01349,lncRNA
ENSG00000285525,lncRNA
RPL36AP12,processed_pseudogene
VCAM1,protein_coding
EXTL2,protein_coding
ENSG00000273204,lncRNA
SLC30A7,protein_coding
HNRNPA1P68,processed_pseudogene
DPH5,protein_coding
ENSG00000235795,lncRNA
DPH5-DT,lncRNA
ENSG00000252765,scaRNA
ENSG00000289355,lncRNA
ENSG00000271578,processed_pseudogene
S1PR1-DT,lncRNA
S1PR1,protein_coding
ENSG00000228399,processed_pseudogene
PPIAP7,processed_pseudogene
LINC01307,lncRNA
LINC01709,lncRNA
RNU6-965P,snRNA
RPSAP19,processed_pseudogene
OLFM3,protein_coding
RNU6-352P,snRNA
ENSG00000271277,processed_pseudogene
DNAJA1P5,processed_pseudogene
ENSG00000289192,lncRNA
ENSG00000233359,lncRNA
ENSG00000230864,lncRNA
COL11A1,protein_coding
SOD2P1,processed_pseudogene
ENSG00000230759,lncRNA
RNPC3-DT,lncRNA
RN7SKP285,misc_RNA
RNPC3,protein_coding
AMY2B,protein_coding
ACTG1P4,processed_pseudogene
AMY2A,protein_coding
AMY1A,protein_coding
ENSG00000234441,unprocessed_pseudogene
AMY1B,protein_coding
AMYP1,unprocessed_pseudogene
AMY1C,protein_coding
ENSG00000225191,processed_pseudogene
ENSG00000215869,transcribed_processed_pseudogene
FTLP17,processed_pseudogene
ENSG00000285981,lncRNA
CDK4P1,processed_pseudogene
LINC01676,lncRNA
SEPTIN2P1,processed_pseudogene
MATR3P3,processed_pseudogene
ENSG00000232952,processed_pseudogene
LINC01677,lncRNA
ENSG00000237480,lncRNA
ENSG00000230932,processed_pseudogene
ENSG00000270342,processed_pseudogene
ENSG00000270976,processed_pseudogene
MTATP6P14,processed_pseudogene
MTCO1P14,processed_pseudogene
LINC01661,lncRNA
PRMT6,protein_coding
NTNG1,protein_coding
ENSG00000289612,lncRNA
NDUFA4P1,processed_pseudogene
VAV3,protein_coding
MIR7852,miRNA
VAV3-AS1,lncRNA
LINC02785,lncRNA
SLC25A24,protein_coding
ENSG00000260879,lncRNA
ENSG00000280186,TEC
NBPF4,protein_coding
ENSG00000238122,lncRNA
ENSG00000290547,lncRNA
SLC25A24P1,transcribed_unprocessed_pseudogene
ENSG00000290552,lncRNA
NBPF5P,transcribed_unprocessed_pseudogene
SLC25A24P2,unprocessed_pseudogene
ENSG00000224698,lncRNA
NBPF6,protein_coding
ENSG00000283354,unprocessed_pseudogene
ST13P21,processed_pseudogene
ENSG00000226483,processed_pseudogene
EEIG2,protein_coding
HENMT1,protein_coding
ENSG00000285923,lncRNA
ENSG00000290126,lncRNA
PRPF38B,protein_coding
FNDC7,protein_coding
ENSG00000232971,lncRNA
STXBP3,protein_coding
ENSG00000228076,processed_pseudogene
AKNAD1,protein_coding
SPATA42,lncRNA
GPSM2,protein_coding
CLCC1,protein_coding
WDR47,protein_coding
ENSG00000237349,processed_pseudogene
RPL17P7,processed_pseudogene
RPS27P6,processed_pseudogene
RANP5,processed_pseudogene
TAF13,protein_coding
TMEM167B-DT,lncRNA
TMEM167B,protein_coding
SCARNA2,scaRNA
ENSG00000270066,lncRNA
ENSG00000251484,processed_pseudogene
CFAP276,protein_coding
ELAPOR1,protein_coding
SARS1,protein_coding
CELSR2,protein_coding
PSRC1,protein_coding
MYBPHL,protein_coding
SORT1,protein_coding
PSMA5,protein_coding
SYPL2,protein_coding
ATXN7L2,protein_coding
CYB561D1,protein_coding
AMIGO1,protein_coding
GPR61,protein_coding
ENSG00000254942,lncRNA
ENSG00000290117,lncRNA
GNAI3,protein_coding
RNU6V,snRNA
ENSG00000225113,lncRNA
MIR197,miRNA
GNAT2,protein_coding
AMPD2,protein_coding
ENSG00000228703,lncRNA
RPL7P8,processed_pseudogene
GSTM4,protein_coding
GSTM2,protein_coding
GSTM1,protein_coding
ENSG00000260246,lncRNA
GSTM5,protein_coding
ENSG00000241720,lncRNA
GSTM3,protein_coding
EPS8L3,protein_coding
NDUFA5P10,processed_pseudogene
LINC01768,lncRNA
ENSG00000235005,lncRNA
ENSG00000261055,lncRNA
CSF1,protein_coding
AHCYL1,protein_coding
STRIP1,protein_coding
ENSG00000291326,lncRNA
ENSG00000258634,lncRNA
ALX3,protein_coding
LINC01397,lncRNA
UBL4B,protein_coding
SLC6A17,protein_coding
SLC6A17-AS1,lncRNA
ENSG00000235526,lncRNA
KCNC4-DT,lncRNA
KCNC4,protein_coding
ENSG00000282852,processed_pseudogene
ENSG00000200536,snoRNA
RBM15-AS1,lncRNA
RBM15,protein_coding
LAMTOR5-AS1,lncRNA
SLC16A4,protein_coding
SLC16A4-AS1,lncRNA
LAMTOR5,protein_coding
PROK1,protein_coding
ENSG00000270380,lncRNA
ENSG00000282887,lncRNA
ENSG00000283999,lncRNA
CYMP,transcribed_unitary_pseudogene
CYMP-AS1,lncRNA
KCNA10,protein_coding
KCNA2,protein_coding
KCNA3,protein_coding
ENSG00000288803,lncRNA
NRBF2P3,processed_pseudogene
OR11I1P,unitary_pseudogene
CD53,protein_coding
ENSG00000261654,lncRNA
ENSG00000232811,lncRNA
LRIF1,protein_coding
ENSG00000273010,lncRNA
CCNT2P1,processed_pseudogene
RNA5SP54,rRNA_pseudogene
DRAM2,protein_coding
CEPT1,protein_coding
ENSG00000272982,lncRNA
ENSG00000273221,lncRNA
DENND2D,protein_coding
CHI3L2,protein_coding
CHIAP1,unprocessed_pseudogene
CHIAP2,lncRNA
CHIA,protein_coding
ENSG00000229283,lncRNA
ENSG00000232240,processed_pseudogene
PIFO,protein_coding
CHIAP3,unprocessed_pseudogene
HIGD1AP12,processed_pseudogene
PGBP,transcribed_unprocessed_pseudogene
OVGP1,protein_coding
ENSG00000260948,lncRNA
UBE2FP3,processed_pseudogene
ENSG00000243960,lncRNA
WDR77,protein_coding
ATP5PB,protein_coding
C1orf162,protein_coding
TMIGD3,protein_coding
RNU6-792P,snRNA
ADORA3,protein_coding
RAP1A,protein_coding
LINC01160,lncRNA
KRT18P57,processed_pseudogene
RNU6-151P,snRNA
INKA2,protein_coding
INKA2-AS1,lncRNA
ENSG00000284830,lncRNA
DDX20,protein_coding
KCND3,protein_coding
KCND3-IT1,lncRNA
KCND3-AS1,lncRNA
LINC01750,lncRNA
LINC02884,lncRNA
TXNP3,processed_pseudogene
ENSG00000238761,snoRNA
CTTNBP2NL,protein_coding
MIR4256,miRNA
WNT2B,protein_coding
ENSG00000273483,lncRNA
ST7L,protein_coding
CAPZA1,protein_coding
MRPL53P1,processed_pseudogene
RNU7-70P,snRNA
MOV10,protein_coding
ENSG00000225075,lncRNA
RHOC,protein_coding
ENSG00000271810,protein_coding
PPM1J,protein_coding
PPM1J-DT,lncRNA
TAFA3,protein_coding
NUTF2P4,processed_pseudogene
LINC01356,lncRNA
LINC01357,lncRNA
ENSG00000228040,processed_pseudogene
SLC16A1,protein_coding
AKR7A2P1,processed_pseudogene
SLC16A1-AS1,lncRNA
ENSG00000287807,lncRNA
LRIG2-DT,lncRNA
LRIG2,protein_coding
RLIMP2,processed_pseudogene
ENSG00000233839,processed_pseudogene
ENSG00000236887,processed_pseudogene
MAGI3,protein_coding
ENSG00000232499,processed_pseudogene
MTND5P20,processed_pseudogene
PHTF1,protein_coding
ENSG00000232450,transcribed_processed_pseudogene
RSBN1,protein_coding
ENSG00000231128,lncRNA
PTPN22,protein_coding
AP4B1-AS1,lncRNA
BCL2L15,protein_coding
AP4B1,protein_coding
DCLRE1B,protein_coding
HIPK1-AS1,lncRNA
HIPK1,protein_coding
OLFML3,protein_coding
RPL13AP10,processed_pseudogene
ENSG00000282048,lncRNA
SYT6,protein_coding
ENSG00000232895,lncRNA
MRPL57P1,processed_pseudogene
ENSG00000271419,processed_pseudogene
TRIM33,protein_coding
ENSG00000226984,processed_pseudogene
EIF2S2P5,processed_pseudogene
PKMP1,processed_pseudogene
BCAS2,protein_coding
DENND2C,protein_coding
AMPD1,protein_coding
RN7SL432P,misc_RNA
NRAS,protein_coding
CSDE1,protein_coding
RNY1P13,misc_RNA
SIKE1,protein_coding
NR1H5P,unitary_pseudogene
SYCP1,protein_coding
TSHB,protein_coding
TSPAN2,protein_coding
LINC01765,lncRNA
ENSG00000285698,lncRNA
NGF-AS1,lncRNA
NGF,protein_coding
ENSG00000287103,lncRNA
ENSG00000226973,unprocessed_pseudogene
ENSG00000274468,unprocessed_pseudogene
ELOCP20,unprocessed_pseudogene
CNOT7P2,processed_pseudogene
ENSG00000270631,processed_pseudogene
RN7SL420P,misc_RNA
ENSG00000207502,snoRNA
VANGL1,protein_coding
CASQ2,protein_coding
NHLH2,protein_coding
HNRNPA1P43,processed_pseudogene
LINC01649,lncRNA
ENSG00000271143,processed_pseudogene
SLC22A15,protein_coding
ENSG00000237993,lncRNA
MAB21L3,protein_coding
LINC01779,lncRNA
U3,snoRNA
ENSG00000287217,lncRNA
ATP1A1,protein_coding
ATP1A1-AS1,lncRNA
RNU6-817P,snRNA
LINC01762,lncRNA
ENSG00000230381,lncRNA
ENSG00000224950,lncRNA
ENSG00000286276,lncRNA
CD58,protein_coding
NAP1L4P1,processed_pseudogene
MIR548AC,miRNA
IGSF3,protein_coding
MIR320B1,miRNA
LINC02868,lncRNA
GAPDHP64,processed_pseudogene
NEFHP1,processed_pseudogene
CD2,protein_coding
FTH1P22,processed_pseudogene
ENSG00000272715,lncRNA
PTGFRN,protein_coding
RNA5SP55,rRNA_pseudogene
CD101,protein_coding
CD101-AS1,lncRNA
TTF2,protein_coding
MIR942,miRNA
TRIM45,protein_coding
RPS15AP9,processed_pseudogene
VTCN1,protein_coding
LINC01525,lncRNA
ENSG00000271427,lncRNA
MAN1A2,protein_coding
ENSG00000279513,TEC
VPS25P1,processed_pseudogene
TENT5C-DT,lncRNA
TENT5C,protein_coding
VDAC2P3,processed_pseudogene
ENSG00000212266,snoRNA
ENSG00000270719,processed_pseudogene
PNRC2P1,processed_pseudogene
GDAP2,protein_coding
WDR3,protein_coding
SPAG17,protein_coding
ENSG00000287980,lncRNA
RNA5SP56,rRNA_pseudogene
PSMC1P12,processed_pseudogene
ENSG00000229911,processed_pseudogene
TBX15,protein_coding
ENSG00000226172,lncRNA
ENSG00000239216,lncRNA
WARS2,protein_coding
WARS2-IT1,lncRNA
RBMX2P3,processed_pseudogene
RPS3AP12,processed_pseudogene
WARS2-AS1,lncRNA
RPL6P2,processed_pseudogene
ENSG00000227712,lncRNA
LINC01780,lncRNA
RNU1-75P,snRNA
HAO2,protein_coding
HAO2-IT1,lncRNA
HSD3B2,protein_coding
GAPDHP74,transcribed_processed_pseudogene
HSD3BP2,unprocessed_pseudogene
GAPDHP23,processed_pseudogene
HSD3BP1,unprocessed_pseudogene
GAPDHP58,processed_pseudogene
HSD3B1,protein_coding
GAPDHP32,processed_pseudogene
HSD3BP3,unprocessed_pseudogene
GAPDHP27,processed_pseudogene
HSD3BP4,unprocessed_pseudogene
GAPDHP33,processed_pseudogene
LINC00622,lncRNA
HSD3BP5,transcribed_unprocessed_pseudogene
ZNF697,protein_coding
PHGDH,protein_coding
HMGCS2,protein_coding
REG4,protein_coding
NBPF7P,unprocessed_pseudogene
PFN1P9,processed_pseudogene
NOTCH2P1,processed_pseudogene
ADAM30,protein_coding
NOTCH2,protein_coding
ENSG00000273406,lncRNA
RNU6-465P,snRNA
SEC22B,protein_coding
ENSG00000274642,unprocessed_pseudogene
7SK,misc_RNA
ENSG00000290569,lncRNA
ENSG00000223804,transcribed_unprocessed_pseudogene
U1,snRNA
NBPF8,protein_coding
PFN1P2,transcribed_processed_pseudogene
PDE4DIPP2,transcribed_unprocessed_pseudogene
ENSG00000290999,lncRNA
U2,snRNA
NOTCH2NLR,protein_coding
NBPF26,protein_coding
ENSG00000287979,lncRNA
RNVU1-19,snRNA
PPIAL4A,protein_coding
ENSG00000281741,TEC
LINC00623,lncRNA
RNVU1-4,snRNA
ENSG00000290903,lncRNA
ENSG00000285215,transcribed_unprocessed_pseudogene
PDE4DIPP4,lncRNA
ENSG00000275296,processed_pseudogene
FCGR1BP,lncRNA
ENSG00000234998,lncRNA
ENSG00000233029,lncRNA
H2BP1,lncRNA
ENSG00000227193,lncRNA
H3P4,unprocessed_pseudogene
RPL22P6,processed_pseudogene
FAM72B,protein_coding
SRGAP2C,protein_coding
ENSG00000275129,processed_pseudogene
SRGAP2-AS1,lncRNA
LINC02798,lncRNA
ENSG00000228826,lncRNA
MTIF2P1,processed_pseudogene
ENSG00000272583,lncRNA
EMBP1,lncRNA
LINC01691,lncRNA
ENSG00000276118,unprocessed_pseudogene
ENSG00000277095,unprocessed_pseudogene
ENSG00000277702,unprocessed_pseudogene
RNA5SP533,rRNA
ENSG00000264145,processed_pseudogene
KMT2CP3,unprocessed_pseudogene
NKAIN1P1,processed_pseudogene
ENSG00000223495,processed_pseudogene
LINC02799,lncRNA
ENSG00000203825,unprocessed_pseudogene
NBPF17P,unprocessed_pseudogene
PFN1P12,processed_pseudogene
RNU1-114P,snRNA
RNVU1-17,snRNA
RNVU1-23,snRNA
RNVU1-18,snRNA
ENSG00000232721,lncRNA
ENSG00000223779,unprocessed_pseudogene
FAM91A3P,transcribed_processed_pseudogene
ENSG00000270962,processed_pseudogene
LINC02591,lncRNA
RNU1-143P,snRNA
PDE4DIPP3,unprocessed_pseudogene
ENSG00000237503,processed_pseudogene
FCGR1CP,unprocessed_pseudogene
ENSG00000290735,lncRNA
H3-7,protein_coding
H2BP2,transcribed_unprocessed_pseudogene
ENSG00000230186,lncRNA
RPL22P5,processed_pseudogene
FAM72C,protein_coding
ENSG00000289318,lncRNA
SRGAP2D,unprocessed_pseudogene
IGKV1OR1-1,IG_V_pseudogene
ENSG00000275075,processed_pseudogene
ENSG00000275767,unprocessed_pseudogene
LINC02802,lncRNA
RNA5SP529,rRNA
DRD5P2,processed_pseudogene
KMT2CP1,lncRNA
KMT2CP2,transcribed_unprocessed_pseudogene
PPIAL4E,protein_coding
ENSG00000271439,processed_pseudogene
RNVU1-15,snRNA
ENSG00000237343,lncRNA
ENSG00000233586,processed_pseudogene
NBPF15,protein_coding
PFN1P6,processed_pseudogene
ENSG00000229002,unprocessed_pseudogene
RNVU1-26,snRNA
ENSG00000290121,lncRNA
RNVU1-2A,snRNA
RNVU1-28,snRNA
PPIAL4F,protein_coding
LINC01632,lncRNA
ENSG00000224363,lncRNA
RNA5SP59,rRNA_pseudogene
LSP1P5,lncRNA
ENSG00000273825,unprocessed_pseudogene
ENSG00000287607,processed_pseudogene
SRGAP2B,protein_coding
ENSG00000271644,processed_pseudogene
FAM72D,protein_coding
ENSG00000283752,unprocessed_pseudogene
LINC01145,lncRNA
RNU1-153P,snRNA
ENSG00000281571,TEC
ENSG00000223612,processed_pseudogene
PPIAL4D,protein_coding
ENSG00000271291,processed_pseudogene
RNVU1-14,snRNA
ENSG00000276216,lncRNA
ENSG00000236140,lncRNA
NBPF20,protein_coding
PFN1P3,processed_pseudogene
RNU1-154P,snRNA
ENSG00000286620,TEC
RNVU1-31,snRNA
ENSG00000287374,lncRNA
ENSG00000278182,unprocessed_pseudogene
PDE4DIPP5,unprocessed_pseudogene
NBPF25P,lncRNA
GPR89A,protein_coding
PDZK1,protein_coding
CD160,protein_coding
RNF115,protein_coding
POLR3C,protein_coding
NUDT17,protein_coding
PIAS3,protein_coding
MIR6736,miRNA
ANKRD35,protein_coding
ITGA10,protein_coding
ENSG00000244619,lncRNA
PEX11B,protein_coding
ENSG00000289565,protein_coding
GNRHR2,transcribed_unitary_pseudogene
RBM8A,protein_coding
LIX1L-AS1,lncRNA
ENSG00000280778,protein_coding
LIX1L,protein_coding
ANKRD34A,protein_coding
ENSG00000278431,lncRNA
POLR3GL,protein_coding
TXNIP,protein_coding
HJV,protein_coding
ENSG00000287190,lncRNA
RNVU1-6,snRNA
LINC01719,lncRNA
NBPF10,protein_coding
NOTCH2NLA,protein_coding
ENSG00000276509,lncRNA
RNU6-1071P,snRNA
NUDT4P2,processed_pseudogene
ENSG00000290578,lncRNA
SEC22B4P,transcribed_unprocessed_pseudogene
PPIAL4H,protein_coding
RNVU1-29,snRNA
ENSG00000287978,lncRNA
RNVU1-25,snRNA
ENSG00000277655,unprocessed_pseudogene
ENSG00000291242,lncRNA
ENSG00000289321,lncRNA
RNA5SP536,rRNA
HYDIN2,transcribed_unprocessed_pseudogene
ENSG00000290557,lncRNA
ENSG00000274450,snRNA
ENSG00000291243,lncRNA
NBPF12,protein_coding
PFN1P8,processed_pseudogene
ENSG00000234225,lncRNA
ENSG00000227242,unprocessed_pseudogene
ENSG00000225603,processed_pseudogene
RNU1-151P,snRNA
SSBL4P,processed_pseudogene
RNVU1-8,snRNA
NBPF13P,unprocessed_pseudogene
PRKAB2,protein_coding
PDIA3P1,transcribed_processed_pseudogene
ENSG00000237188,lncRNA
FMO5,protein_coding
CCT8P1,processed_pseudogene
RPL7AP15,processed_pseudogene
CHD1L,protein_coding
LINC00624,lncRNA
ENSG00000213226,processed_pseudogene
OR13Z1P,unitary_pseudogene
OR13Z2P,unprocessed_pseudogene
OR13Z3P,unprocessed_pseudogene
BCL9,protein_coding
ENSG00000289419,lncRNA
ENSG00000288626,protein_coding
ACP6,protein_coding
RN7SL261P,misc_RNA
ENSG00000227139,lncRNA
GJA5,protein_coding
ENSG00000274415,lncRNA
ENSG00000234190,lncRNA
ENSG00000223728,processed_pseudogene
GJA8,protein_coding
GPR89B,protein_coding
ENSG00000290705,lncRNA
PDZK1P1,transcribed_unprocessed_pseudogene
ENSG00000273059,lncRNA
LINC02804,lncRNA
RNU1-129P,snRNA
RNVU1-7,snRNA
PDE4DIPP1,unprocessed_pseudogene
NBPF11,protein_coding
PFN1P4,processed_pseudogene
ABHD17AP1,unprocessed_pseudogene
LINC02805,lncRNA
ENSG00000227733,lncRNA
RNA5SP57,rRNA_pseudogene
ENSG00000224335,unprocessed_pseudogene
ENSG00000227700,processed_pseudogene
RNVU1-22,snRNA
LINC01731,lncRNA
ENSG00000228626,unprocessed_pseudogene
LINC01138,lncRNA
LINC02806,lncRNA
ENSG00000224481,lncRNA
ENSG00000235988,processed_pseudogene
MIR5087,miRNA
RNVU1-21,snRNA
ENSG00000272824,lncRNA
RNVU1-1,snRNA
RNU1-155P,snRNA
MIR6077,miRNA
RNVU1-2,snRNA
ENSG00000291232,lncRNA
RNVU1-3,snRNA
PDE4DIPP6,transcribed_unprocessed_pseudogene
ENSG00000225871,processed_pseudogene
ENSG00000285062,transcribed_unprocessed_pseudogene
ENSG00000280649,TEC
PPIAL4G,protein_coding
RNVU1-27,snRNA
NBPF14,protein_coding
NOTCH2NLB,protein_coding
RNU6-1171P,snRNA
NUDT4B,protein_coding
SEC22B3P,unprocessed_pseudogene
ENSG00000271546,processed_pseudogene
PDE4DIP,protein_coding
RN7SKP88,misc_RNA
RNU2-38P,snRNA
ENSG00000254913,lncRNA
ENSG00000289642,lncRNA
ENSG00000255148,lncRNA
ENSG00000254539,lncRNA
NBPF9,protein_coding
ENSG00000274019,unprocessed_pseudogene
RNVU1-24,snRNA
ENSG00000274265,lncRNA
ENSG00000289614,lncRNA
ENSG00000291233,lncRNA
ENSG00000215861,transcribed_unprocessed_pseudogene
ENSG00000272755,lncRNA
SEC22B2P,unprocessed_pseudogene
NOTCH2NLC,protein_coding
ENSG00000286185,protein_coding
NBPF19,protein_coding
PPIAL4C,protein_coding
LINC00869,lncRNA
ENSG00000284964,transcribed_unprocessed_pseudogene
ENSG00000275557,lncRNA
RNVU1-30,snRNA
FAM91A2P,transcribed_processed_pseudogene
ENSG00000290790,lncRNA
RNU1-68P,snRNA
PDE4DIPP7,transcribed_unprocessed_pseudogene
ENSG00000226500,processed_pseudogene
FCGR1A,protein_coding
H2BC18,protein_coding
ENSG00000233030,lncRNA
H3C13,protein_coding
H4C14,protein_coding
H3C14,protein_coding
H2AC18,protein_coding
ENSG00000290791,lncRNA
H2BC19P,transcribed_unprocessed_pseudogene
ENSG00000290792,lncRNA
H2BC20P,transcribed_unprocessed_pseudogene
H2AC19,protein_coding
H3C15,protein_coding
H4C15,protein_coding
ENSG00000264207,lncRNA
H2BC21,protein_coding
H2AC20,protein_coding
H2AC21,protein_coding
BOLA1,protein_coding
SV2A,protein_coding
SF3B4,protein_coding
MTMR11,protein_coding
OTUD7B,protein_coding
ENSG00000285184,lncRNA
RPL6P31,processed_pseudogene
VPS45,protein_coding
PLEKHO1,protein_coding
LINC02988,lncRNA
RN7SL480P,misc_RNA
ANP32E,protein_coding
RNU2-17P,snRNA
ENSG00000276110,lncRNA
CA14,protein_coding
APH1A,protein_coding
C1orf54,protein_coding
ENSG00000289041,lncRNA
CIART,protein_coding
MRPS21,protein_coding
PRPF3,protein_coding
RPRD2,protein_coding
TARS2,protein_coding
MIR6878,miRNA
ECM1,protein_coding
FALEC,lncRNA
ADAMTSL4-AS2,lncRNA
ADAMTSL4,protein_coding
MIR4257,miRNA
ADAMTSL4-AS1,lncRNA
MCL1,protein_coding
ENSG00000289457,lncRNA
RN7SL473P,misc_RNA
RN7SL600P,misc_RNA
ENSG00000290074,lncRNA
ENSG00000253047,snoRNA
ENSA,protein_coding
U4,snRNA
ENSG00000288880,lncRNA
GOLPH3L,protein_coding
HORMAD1,protein_coding
RNU6-1042P,snRNA
CTSS,protein_coding
ENSG00000236713,processed_pseudogene
CTSK,protein_coding
UBE2D3P3,processed_pseudogene
ARNT,protein_coding
RNU6-1309P,snRNA
RPS27AP6,processed_pseudogene
CTXND2,protein_coding
CYCSP51,processed_pseudogene
SETDB1,protein_coding
CERS2,protein_coding
ENSG00000259357,lncRNA
ENSG00000231073,lncRNA
ANXA9,protein_coding
MINDY1,protein_coding
PRUNE1,protein_coding
RNU6-884P,snRNA
BNIPL,protein_coding
C1orf56,protein_coding
CDC42SE1,protein_coding
MLLT11,protein_coding
GABPB2,protein_coding
RPS29P29,processed_pseudogene
ENSG00000261168,lncRNA
SEMA6C,protein_coding
ENSG00000289288,lncRNA
TNFAIP8L2,protein_coding
SCNM1,protein_coding
LYSMD1,protein_coding
TMOD4,protein_coding
VPS72,protein_coding
PIP5K1A,protein_coding
PSMD4,protein_coding
ZNF687-AS1,lncRNA
ZNF687,protein_coding
PI4KB,protein_coding
RN7SL444P,misc_RNA
ENSG00000273481,lncRNA
RFX5,protein_coding
ENSG00000224645,lncRNA
RFX5-AS1,lncRNA
SELENBP1,protein_coding
PSMB4,protein_coding
POGZ,protein_coding
RNY4P25,misc_RNA
CGN,protein_coding
ENSG00000252840,snoRNA
TUFT1,protein_coding
ENSG00000232536,lncRNA
MIR554,miRNA
ENSG00000223861,processed_pseudogene
SNX27,protein_coding
ENSG00000250734,lncRNA
RNU6-1062P,snRNA
CELF3,protein_coding
ENSG00000227045,lncRNA
RIIAD1,protein_coding
RNU6-662P,snRNA
ENSG00000269621,lncRNA
ENSG00000236940,processed_pseudogene
MRPL9,protein_coding
OAZ3,protein_coding
ENSG00000249602,lncRNA
ENSG00000232937,lncRNA
ENSG00000268288,lncRNA
TDRKH,protein_coding
TDRKH-AS1,lncRNA
ENSG00000269489,lncRNA
LINGO4,protein_coding
RORC,protein_coding
